policy,fold,delivery_date,n_hours,n_days,first_delivery_date,last_delivery_date,MAE,RMSE,WIS,mean_pinball_7,raw_central_MAE,centering_effect,bias,daily_mean_level_MAE,within_day_shape_MAE,missing_count,crossings,coverage50,hit_count50,lower_miss_count50,upper_miss_count50,mean_width50,median_width50,p95_width50,coverage80,hit_count80,lower_miss_count80,upper_miss_count80,mean_width80,median_width80,p95_width80,coverage95,hit_count95,lower_miss_count95,upper_miss_count95,mean_width95,median_width95,p95_width95
A2,fold_2,2021-04-20,24,1,2021-04-20,2021-04-20,3.910992443629901,5.196093386029717,2.703916188223058,1.351958094111529,5.0334211987571535,-1.1224287551272525,-0.8008403792748752,0.8008403792748737,3.71098003552081,0,0,0.6666666666666666,16,2,6,11.557897444675179,11.557897444675177,11.557897444675184,1.0,24,0,0,25.113690390529047,25.113690390529044,25.113690390529058,1.0,24,0,0,48.940436870636155,48.94043687063616,48.94043687063616
A2,fold_2,2021-04-21,24,1,2021-04-21,2021-04-21,20.345640206152463,23.17819185924063,11.514731144395299,5.757365572197649,17.837440053103126,2.508200153049335,20.345640206152463,20.345640206152453,9.2769135099795,0,0,0.20833333333333334,5,19,0,11.874639265865403,11.874639265865397,11.874639265865412,0.2916666666666667,7,17,0,26.299003081124273,26.29900308112427,26.299003081124276,0.9166666666666666,22,2,0,51.312406808141056,51.31240680814105,51.31240680814105
A2,fold_2,2021-04-22,24,1,2021-04-22,2021-04-22,24.857217099851905,30.301860848569234,16.15631875448625,8.078159377243125,22.688671234684122,2.1685458651677765,24.838730266841026,24.83873026684101,14.413864684973577,0,0,0.16666666666666666,4,20,0,11.38850340520282,11.388503405202826,11.388503405202826,0.25,6,18,0,24.649933420403368,24.64993342040337,24.64993342040337,0.6666666666666666,16,8,0,48.09488053823437,48.094880538234364,48.09488053823438
A2,fold_2,2021-04-23,24,1,2021-04-23,2021-04-23,5.082264595080499,6.323902765044479,3.4129127040636233,1.7064563520318117,7.014315362971036,-1.9320507678905372,-4.1563476098028005,4.156347609802808,4.208947036563228,0,0,0.5416666666666666,13,0,11,13.781062844022665,13.78106284402267,13.78106284402267,0.9583333333333334,23,0,1,32.72252139904139,32.72252139904138,32.72252139904139,1.0,24,0,0,61.194027948601764,61.19402794860176,61.194027948601764
A2,fold_2,2021-04-24,24,1,2021-04-24,2021-04-24,4.1390391306874825,5.818045148535385,3.2892440722055767,1.6446220361027883,3.9579138720422584,0.1811252586452244,2.1278170405189702,2.12781704051897,3.957734014713932,0,0,0.8333333333333334,20,3,1,14.277998919466674,14.277998919466668,14.277998919466675,1.0,24,0,0,34.08143099867395,34.08143099867395,34.08143099867396,1.0,24,0,0,69.00204857438018,69.00204857438017,69.00204857438018
A2,fold_2,2021-04-25,24,1,2021-04-25,2021-04-25,6.481814327118049,8.468783039642119,3.9509296833205316,1.9754648416602658,5.3028921819217425,1.178922145196306,6.104857139193626,6.104857139193626,4.860778538235955,0,0,0.6666666666666666,16,8,0,14.770122330625314,14.770122330625314,14.77012233062532,1.0,24,0,0,35.75390157474795,35.75390157474795,35.75390157474795,1.0,24,0,0,72.26191105084136,72.26191105084136,72.26191105084138
A2,fold_2,2021-04-26,24,1,2021-04-26,2021-04-26,6.350266283288765,8.236174893932812,4.173134474710313,2.0865672373551565,5.175927940349134,1.17433834293963,4.8946825517528785,4.894682551752872,5.112666074579512,0,0,0.875,21,3,0,16.26413127067559,16.26413127067559,16.26413127067559,1.0,24,0,0,41.519120515470185,41.51912051547019,41.51912051547019,1.0,24,0,0,85.02545304144648,85.02545304144647,85.02545304144648
A2,fold_2,2021-04-27,24,1,2021-04-27,2021-04-27,6.943883881363185,7.989951274812179,4.055367152875984,2.027683576437992,4.354263857447141,2.5896200239160434,6.943883881363185,6.943883881363185,3.041503460389231,0,0,0.75,18,6,0,15.283792407454415,15.283792407454413,15.283792407454428,1.0,24,0,0,38.69807608246845,38.69807608246845,38.698076082468454,1.0,24,0,0,79.24834172530842,79.24834172530842,79.24834172530842
A2,fold_2,2021-04-28,24,1,2021-04-28,2021-04-28,2.9165025273919696,3.8821594481463575,2.953616344016585,1.4768081720082928,3.6049031038125023,-0.6884005764205329,-0.2437902024135461,0.24379020241354965,2.9704396673244564,0,0,0.9166666666666666,22,0,2,13.604005399869195,13.604005399869195,13.604005399869195,1.0,24,0,0,34.74638181414598,34.74638181414598,34.74638181414598,1.0,24,0,0,72.4585305593057,72.4585305593057,72.4585305593057
A2,fold_2,2021-04-29,24,1,2021-04-29,2021-04-29,4.045960392228531,5.665030566895824,3.110076041600086,1.555038020800043,4.435916179500025,-0.38995578727149355,1.1114901597199751,1.1114901597199776,4.108488891846245,0,0,0.7916666666666666,19,3,2,12.791933815220533,12.791933815220531,12.791933815220544,1.0,24,0,0,32.4733325078955,32.47333250789549,32.473332507895506,1.0,24,0,0,64.34193227979752,64.34193227979752,64.34193227979753
A2,fold_2,2021-04-30,24,1,2021-04-30,2021-04-30,6.961764600562348,7.881039376415008,3.6436474128654432,1.8218237064327216,8.909487862505648,-1.9477232619432991,-6.751961979379569,6.7519619793795655,3.3395286275728737,0,0,0.375,9,0,15,10.75379197658935,10.753791976589348,10.753791976589355,0.875,21,0,3,26.854145584390285,26.85414558439028,26.854145584390295,1.0,24,0,0,53.41795817388218,53.417958173882184,53.417958173882184
A2,fold_2,2021-05-01,24,1,2021-05-01,2021-05-01,11.880575911504074,13.337681748466956,6.5227373937531326,3.2613686968765667,13.719628670975467,-1.8390527594713904,-11.440490524492622,11.440490524492624,5.740637685120306,0,0,0.25,6,0,18,10.955117645797188,10.955117645797188,10.955117645797193,0.3333333333333333,8,0,16,26.988149270404715,26.98814927040472,26.98814927040472,0.9166666666666666,22,0,2,53.75441781482757,53.75441781482757,53.754417814827576
A2,fold_2,2021-05-02,24,1,2021-05-02,2021-05-02,9.255377746607353,13.86557585292785,5.399342172013931,2.6996710860069655,10.052025992710703,-0.7966482461033504,2.860178665973906,2.860178665973905,10.130900442497628,0,0,0.5,12,6,6,10.240021919367848,10.240021919367848,10.240021919367848,0.8333333333333334,20,4,0,25.958066778323552,25.95806677832355,25.95806677832355,0.9583333333333334,23,1,0,51.10587368197874,51.105873681978736,51.105873681978736
A2,fold_2,2021-05-03,24,1,2021-05-03,2021-05-03,4.200305502971418,5.34441736487128,2.577667309429725,1.2888336547148624,3.3990916905837985,0.8012138123876188,2.6995108630425975,2.6995108630425975,3.375700237279697,0,0,0.5833333333333334,14,8,2,9.215101831316252,9.215101831316254,9.215101831316254,0.9583333333333334,23,1,0,22.851836662953065,22.851836662953062,22.85183666295307,1.0,24,0,0,44.892005688752874,44.892005688752874,44.89200568875289
A2,fold_2,2021-05-04,24,1,2021-05-04,2021-05-04,34.44763256915917,36.713592008228936,22.904087163042817,11.452043581521409,31.81304765143082,2.634584917728347,34.44763256915917,34.44763256915917,10.076399194269408,0,0,0.0,0,24,0,9.372179510975771,9.37217951097577,9.372179510975784,0.041666666666666664,1,23,0,23.772370291142362,23.77237029114236,23.772370291142366,0.4166666666666667,10,14,0,46.32946357662849,46.3294635766285,46.3294635766285
A2,fold_2,2021-05-05,24,1,2021-05-05,2021-05-05,26.6271467371156,35.82567133010835,18.430875241836983,9.215437620918491,23.187955008727283,3.439191728388325,26.6271467371156,26.6271467371156,19.197532074328397,0,0,0.08333333333333333,2,22,0,11.273326497999177,11.273326497999179,11.273326497999179,0.375,9,15,0,26.226262772225112,26.226262772225112,26.226262772225112,0.75,18,6,0,51.71748698985535,51.71748698985535,51.71748698985536
A2,fold_2,2021-05-06,24,1,2021-05-06,2021-05-06,17.128493448271637,20.268998738733863,10.321234308245314,5.160617154122657,20.640606226551494,-3.5121127782798562,-15.474307030082452,15.474307030082457,10.937603831448316,0,0,0.25,6,1,17,14.639079773687877,14.639079773687877,14.639079773687882,0.5,12,0,12,38.017663268170026,38.017663268170026,38.017663268170026,0.75,18,0,6,77.64884200741604,77.64884200741605,77.64884200741605
A2,fold_2,2021-05-07,24,1,2021-05-07,2021-05-07,8.845379436019575,10.903365394801211,5.213415684247398,2.606707842123699,10.375604616809175,-1.5302251807896001,-1.3059499007643656,1.305949900764361,8.491248335180607,0,0,0.4583333333333333,11,6,7,15.296776173631997,15.296776173631997,15.296776173631997,0.9166666666666666,22,0,2,44.066608379291104,44.06660837929111,44.06660837929111,1.0,24,0,0,85.35140465976697,85.35140465976698,85.351404659767
A2,fold_2,2021-05-08,24,1,2021-05-08,2021-05-08,12.147572009554375,15.087832421938828,6.619980624856068,3.3099903124280345,10.779465084214387,1.3681069253399898,8.331109850233922,8.331109850233915,10.183881956372936,0,0,0.375,9,13,2,16.620209868815376,16.620209868815373,16.62020986881538,0.875,21,3,0,45.886245373370606,45.88624537337061,45.88624537337061,1.0,24,0,0,91.2813294458258,91.28132944582582,91.28132944582583
A2,fold_2,2021-05-09,24,1,2021-05-09,2021-05-09,36.34878897338985,40.48455153024104,20.215155231770783,10.107577615885392,32.00981009279644,4.338978880593412,36.34878897338985,36.34878897338985,14.682114013407004,0,0,0.16666666666666666,4,20,0,16.836814103016163,16.83681410301616,16.836814103016167,0.25,6,18,0,47.13793118904007,47.13793118904006,47.13793118904006,1.0,24,0,0,93.23457641346867,93.23457641346866,93.23457641346866
A2,fold_2,2021-05-10,24,1,2021-05-10,2021-05-10,7.276054229643584,9.196813735135825,5.569750014272425,2.7848750071362125,6.599417023971959,0.676637205671625,5.224948404661621,5.2249484046616175,6.631926014608662,0,0,0.7083333333333334,17,7,0,21.687088403574734,21.68708840357473,21.687088403574734,1.0,24,0,0,61.78878162889066,61.78878162889066,61.78878162889066,1.0,24,0,0,121.77577693305132,121.7757769330513,121.77577693305132
A2,fold_2,2021-05-11,24,1,2021-05-11,2021-05-11,7.733290464540967,10.263737458486393,6.120439989030165,3.0602199945150823,10.889342102362173,-3.1560516378212085,-6.828443104829932,6.82844310482993,6.461256778318703,0,0,0.7083333333333334,17,0,7,23.487054665702004,23.487054665702004,23.48705466570201,1.0,24,0,0,70.61061335985501,70.61061335985502,70.61061335985502,1.0,24,0,0,121.49409889287898,121.49409889287898,121.49409889287898
A2,fold_2,2021-05-12,24,1,2021-05-12,2021-05-12,4.569968189365742,4.914832090600736,5.246917293056777,2.623458646528389,1.7170126574026312,2.85295553196311,4.569968189365742,4.5699681893657385,1.443062709708611,0,0,1.0,24,0,0,23.721725956530406,23.7217259565304,23.721725956530413,1.0,24,0,0,70.92114346240982,70.92114346240982,70.92114346240982,1.0,24,0,0,122.26722382569069,122.26722382569068,122.26722382569069
A2,fold_2,2021-05-13,24,1,2021-05-13,2021-05-13,7.96709661832288,9.59102969431285,5.6890233699216255,2.8445116849608127,11.382666761881756,-3.415570143558877,-7.8896930584361336,7.889693058436137,4.716535325939692,0,0,0.6666666666666666,16,0,8,21.469829733972784,21.46982973397278,21.469829733972787,1.0,24,0,0,65.03466835854141,65.03466835854141,65.03466835854141,1.0,24,0,0,112.26026572892617,112.26026572892617,112.26026572892619
A2,fold_2,2021-05-14,24,1,2021-05-14,2021-05-14,2.8040616767474558,3.5660983844656458,4.337267978308555,2.168633989154278,4.190162780515535,-1.3861011037680784,-1.6809739656468488,1.6809739656468423,2.6482106655433757,0,0,1.0,24,0,0,19.581739267195903,19.5817392671959,19.581739267195914,1.0,24,0,0,62.373312026175846,62.37331202617584,62.37331202617584,1.0,24,0,0,105.8256426515862,105.8256426515862,105.82564265158621
A2,fold_2,2021-05-15,24,1,2021-05-15,2021-05-15,4.408296198346552,5.169423204667738,4.489970411191712,2.244985205595856,3.5442037113138904,0.8640924870326616,3.3402547740998543,3.3402547740998614,3.4491234175218017,0,0,1.0,24,0,0,19.067868309083376,19.067868309083373,19.06786830908338,1.0,24,0,0,61.16248291651399,61.16248291651399,61.162482916513994,1.0,24,0,0,105.10131884301897,105.10131884301896,105.10131884301897
A2,fold_2,2021-05-16,24,1,2021-05-16,2021-05-16,12.998869795489862,14.496326314872661,7.051486396869762,3.5257431984348813,11.928987513805685,1.0698822816841769,8.345633718951298,8.345633718951298,10.360114498125,0,0,0.375,9,13,2,18.34385259777657,18.343852597776568,18.343852597776575,1.0,24,0,0,59.97232594657388,59.97232594657388,59.97232594657388,1.0,24,0,0,103.54199815733818,103.54199815733818,103.5419981573382
A2,fold_2,2021-05-17,24,1,2021-05-17,2021-05-17,10.820375991767397,13.933257254105825,6.913186461367315,3.4565932306836573,12.063324644327771,-1.2429486525603746,-10.807665171806484,10.807665171806484,7.937160031452731,0,0,0.4583333333333333,11,0,13,10.674674908223977,10.674674908223977,10.674674908223977,0.625,15,0,9,36.321019143285476,36.32101914328548,36.32101914328548,0.7083333333333334,17,0,7,64.31445198544563,64.31445198544563,64.31445198544563
A2,fold_2,2021-05-18,24,1,2021-05-18,2021-05-18,4.062057495194195,4.795221642654504,2.9932699409641814,1.4966349704820907,4.975332366376475,-0.9132748711822792,-3.7655781090527363,3.76557810905274,2.4029469119742157,0,0,0.6666666666666666,16,0,8,10.818938860320756,10.818938860320756,10.818938860320756,1.0,24,0,0,34.55692615268419,34.5569261526842,34.5569261526842,1.0,24,0,0,63.452313316931395,63.452313316931395,63.4523133169314
A2,fold_2,2021-05-19,24,1,2021-05-19,2021-05-19,4.7871943268747374,5.631305010531421,3.264134014822716,1.632067007411358,5.813802008284907,-1.0266076814101703,-4.7871943268747374,4.787194326874726,2.243663284110144,0,0,0.6666666666666666,16,0,8,11.046025695929464,11.046025695929465,11.046025695929472,0.9166666666666666,22,0,2,35.10651834532382,35.10651834532382,35.106518345323835,1.0,24,0,0,64.71639270868202,64.71639270868202,64.71639270868202
A2,fold_2,2021-05-20,24,1,2021-05-20,2021-05-20,4.52791216080881,5.633570399542797,3.183632455380495,1.5918162276902474,4.23616992533356,0.29174223547525074,2.905627606928448,2.905627606928448,4.087120364675201,0,0,0.7083333333333334,17,6,1,11.370994908772417,11.370994908772417,11.370994908772424,1.0,24,0,0,36.67399689829106,36.673996898291065,36.673996898291065,1.0,24,0,0,67.70438117135835,67.70438117135835,67.70438117135836
A2,fold_2,2021-05-21,24,1,2021-05-21,2021-05-21,40.90977918321922,43.738674333804255,24.66888798227619,12.334443991138095,39.34140880486436,1.5683703783548584,40.90977918321922,40.909779183219214,14.111284843177804,0,0,0.0,0,24,0,10.473857463729388,10.473857463729388,10.473857463729388,0.041666666666666664,1,23,0,32.80048238444642,32.80048238444642,32.800482384446425,0.625,15,9,0,68.81439787823942,68.81439787823942,68.81439787823942
A2,fold_2,2021-05-22,24,1,2021-05-22,2021-05-22,51.57182514798715,56.66215935716106,34.35193319618703,17.175966598093513,49.4611849472793,2.1106402007078384,51.57182514798715,51.57182514798715,21.030036639752975,0,0,0.0,0,24,0,12.922967515794156,12.922967515794156,12.922967515794163,0.041666666666666664,1,23,0,33.14598930354233,33.14598930354232,33.145989303542336,0.5416666666666666,13,11,0,81.77451174891249,81.77451174891249,81.77451174891249
A2,fold_2,2021-05-23,24,1,2021-05-23,2021-05-23,7.3289612398515445,9.018119936539918,5.918603758316067,2.9593018791580334,8.02157951154714,-0.6926182716955959,-2.873573275941517,2.873573275941517,7.423627724888642,0,0,0.7083333333333334,17,0,7,21.48093110535196,21.480931105351964,21.48093110535197,1.0,24,0,0,69.70932307489107,69.70932307489107,69.70932307489107,1.0,24,0,0,142.43915423574077,142.43915423574077,142.43915423574077
A2,fold_2,2021-05-24,24,1,2021-05-24,2021-05-24,15.02578280646698,19.93508207483701,9.270714174082348,4.635357087041172,14.090190163356242,0.9355926431107379,9.857137235667544,9.85713723566754,12.639841652707323,0,0,0.5833333333333334,14,7,3,25.036868875542336,25.036868875542332,25.036868875542332,1.0,24,0,0,88.41540654957794,88.41540654957794,88.41540654957794,1.0,24,0,0,169.3011513917227,169.3011513917227,169.30115139172273
A2,fold_2,2021-05-25,24,1,2021-05-25,2021-05-25,11.218452727868426,13.498398065916698,7.678665906601015,3.839332953300507,9.239844415315316,1.9786083125531102,11.218452727868426,11.218452727868424,6.311577553821352,0,0,0.625,15,9,0,24.044230858481228,24.044230858481228,24.044230858481242,1.0,24,0,0,87.62738102910686,87.62738102910686,87.62738102910687,1.0,24,0,0,167.7922104373314,167.7922104373314,167.79221043733142
A2,fold_2,2021-05-26,24,1,2021-05-26,2021-05-26,7.979408226112601,8.883246504803566,6.512791874180638,3.256395937090319,5.799742411272519,2.1796658148400816,7.96014889228256,7.960148892282561,2.9708953293554585,0,0,0.9583333333333334,23,1,0,24.040535468865443,24.040535468865443,24.040535468865443,1.0,24,0,0,84.76555452732258,84.76555452732256,84.76555452732259,1.0,24,0,0,162.31227723628072,162.31227723628072,162.31227723628075
A2,fold_2,2021-05-27,24,1,2021-05-27,2021-05-27,5.715380620696497,7.504806590001515,6.088100107800993,3.044050053900497,7.91780654197879,-2.2024259212822925,-5.605050696757412,5.6050506967574165,3.994214123203582,0,0,0.875,21,0,3,23.29556653492038,23.295566534920376,23.295566534920383,0.9583333333333334,23,0,1,81.1249940808662,81.1249940808662,81.1249940808662,1.0,24,0,0,155.34119494022616,155.34119494022616,155.34119494022616
A2,fold_2,2021-05-28,24,1,2021-05-28,2021-05-28,8.358290748423338,9.725340120640922,6.60224147640844,3.30112073820422,9.71910374054607,-1.3608129921227305,-8.134580657451904,8.134580657451906,4.686788071959423,0,0,0.5833333333333334,14,0,10,23.216440302591906,23.216440302591906,23.216440302591913,1.0,24,0,0,81.5942601486152,81.5942601486152,81.5942601486152,1.0,24,0,0,156.23976328571496,156.23976328571496,156.23976328571496
A2,fold_2,2021-05-29,24,1,2021-05-29,2021-05-29,10.042049168861764,12.35539596511648,7.264694907882439,3.6323474539412195,10.919352914735157,-0.8773037458733931,-1.0518131844030758,1.0518131844030734,9.756826362262009,0,0,0.5833333333333334,14,3,7,23.466646908470874,23.466646908470878,23.466646908470885,1.0,24,0,0,83.51131975518129,83.51131975518129,83.51131975518129,1.0,24,0,0,159.72530104369685,159.72530104369685,159.72530104369685
A2,fold_2,2021-05-30,24,1,2021-05-30,2021-05-30,10.944319344555515,14.12640964089739,6.647349299303353,3.3236746496516765,10.944319344555515,1.4802973661668753e-16,6.02458296149599,6.02458296149598,11.54974469337917,0,0,0.625,15,8,1,16.895230811413427,16.895230811413427,16.895230811413434,1.0,24,0,0,60.6961412240855,60.696141224085515,60.696141224085515,1.0,24,0,0,117.35485108548725,117.35485108548723,117.35485108548724
A2,fold_2,2021-05-31,24,1,2021-05-31,2021-05-31,15.625360500492413,16.814415502361697,9.824298478907602,4.912149239453801,16.779636409814465,-1.1542759093220525,-15.625360500492413,15.625360500492413,4.803442012171059,0,0,0.041666666666666664,1,0,23,14.614804857424033,14.614804857424033,14.614804857424033,0.25,6,0,18,51.11536665778107,51.11536665778107,51.115366657781074,0.9166666666666666,22,0,2,102.17602752979451,102.17602752979452,102.17602752979452
A2,fold_2,2021-06-01,24,1,2021-06-01,2021-06-01,3.3728145854468976,4.241977683853173,3.1930192883809276,1.5965096441904638,2.8030066163129774,0.5698079691339197,2.588022920617957,2.5880229206179592,2.3631790578385092,0,0,0.875,21,2,1,12.233187831549097,12.233187831549102,12.233187831549102,1.0,24,0,0,40.68763209791282,40.68763209791281,40.68763209791282,1.0,24,0,0,85.64015096213592,85.64015096213592,85.64015096213592
A2,fold_2,2021-06-02,24,1,2021-06-02,2021-06-02,3.3480337023213487,4.245910035028784,3.190149063269659,1.5950745316348296,3.248322560362226,0.09971114195912278,2.2893555130037115,2.289355513003713,3.336045407831135,0,0,0.9166666666666666,22,2,0,12.419416426463926,12.419416426463926,12.419416426463926,1.0,24,0,0,42.10246113638242,42.10246113638243,42.10246113638243,1.0,24,0,0,85.68068618631158,85.68068618631159,85.68068618631159
A2,fold_2,2021-06-03,24,1,2021-06-03,2021-06-03,8.515645608196428,9.142071262630463,4.473264300223305,2.2366321501116526,8.29829683840044,0.21734876979598786,3.113133296621708,3.1131332966217187,8.115553220464983,0,0,0.16666666666666666,4,13,7,11.084537903638795,11.08453790363879,11.084537903638797,0.9583333333333334,23,0,1,34.478052702531535,34.47805270253154,34.47805270253154,1.0,24,0,0,76.74209726883578,76.74209726883578,76.74209726883578
A2,fold_2,2021-06-04,24,1,2021-06-04,2021-06-04,6.905191968101448,8.088118595581138,4.172745653581848,2.086372826790924,8.339462312151591,-1.4342703440501436,-6.891038266616561,6.891038266616562,3.639322352280395,0,0,0.4166666666666667,10,0,14,10.240791768778125,10.240791768778124,10.24079176877813,0.6666666666666666,16,0,8,31.56790700119518,31.56790700119518,31.56790700119518,1.0,24,0,0,68.50404023379602,68.50404023379602,68.50404023379602
A2,fold_2,2021-06-05,24,1,2021-06-05,2021-06-05,3.0881908674767247,4.095785792125664,2.6510151179194756,1.3255075589597378,3.9445193460675507,-0.8563284785908257,-2.2183064264974033,2.2183064264973993,2.677469929621061,0,0,0.75,18,0,6,10.054437938025785,10.054437938025785,10.054437938025792,0.9583333333333334,23,0,1,29.551154869082325,29.551154869082318,29.551154869082325,1.0,24,0,0,60.702171639337884,60.70217163933789,60.7021716393379
A2,fold_2,2021-06-06,24,1,2021-06-06,2021-06-06,5.918804084562711,6.710182156251517,3.5604429820258905,1.7802214910129452,7.042383913294276,-1.123579828731564,-5.6947423946928835,5.694742394692888,2.968606168860758,0,0,0.375,9,0,15,9.529841118018448,9.529841118018446,9.529841118018453,0.625,15,0,9,28.12818316680902,28.128183166809016,28.128183166809023,1.0,24,0,0,57.476716045334264,57.476716045334264,57.47671604533427
A2,fold_2,2021-06-07,24,1,2021-06-07,2021-06-07,9.763216426191935,11.010532751595704,7.006904532327053,3.5034522661635266,10.60020338715991,-0.8369869609679738,-9.763216426191935,9.763216426191931,4.679699880172455,0,0,0.0,0,0,24,5.488300142031089,5.488300142031086,5.488300142031093,0.20833333333333334,5,0,19,15.781255137975037,15.781255137975037,15.781255137975037,0.4583333333333333,11,0,13,34.98708833313475,34.98708833313475,34.98708833313476
A2,fold_2,2021-06-08,24,1,2021-06-08,2021-06-08,3.9981057964640967,5.263460880070968,2.260657576562215,1.1303287882811075,3.4216829568063702,0.5764228396577256,2.3926822249614,2.3926822249613906,3.2010368161053897,0,0,0.5833333333333334,14,7,3,5.589024630831162,5.589024630831162,5.589024630831162,0.7916666666666666,19,3,2,13.400788797617693,13.400788797617693,13.400788797617693,1.0,24,0,0,36.59398454280197,36.59398454280198,36.59398454280198
A2,fold_2,2021-06-09,24,1,2021-06-09,2021-06-09,2.7483738355158316,3.466957400718683,1.778790722788715,0.8893953613943575,2.864461771027757,-0.11608793551192569,1.197750714656357,1.1977507146563653,2.820334223851738,0,0,0.5416666666666666,13,8,3,5.921673227007645,5.921673227007645,5.921673227007645,1.0,24,0,0,15.077396877069006,15.077396877069006,15.07739687706902,1.0,24,0,0,43.29061058646082,43.29061058646083,43.29061058646083
A2,fold_2,2021-06-10,24,1,2021-06-10,2021-06-10,3.5950643867180054,4.885649629289548,2.1867315333555695,1.093365766677785,3.517830551198711,0.0772338355192943,1.6410662254405217,1.6410662254405253,3.5778821942768695,0,0,0.625,15,6,3,6.109976796193024,6.109976796193024,6.109976796193024,0.8333333333333334,20,3,1,15.364015288561092,15.364015288561092,15.364015288561092,1.0,24,0,0,44.48230040290244,44.48230040290244,44.48230040290244
A2,fold_2,2021-06-11,24,1,2021-06-11,2021-06-11,4.252396431191856,4.833112049506348,2.238783957671577,1.1193919788357884,3.4247785933457275,0.827617837846128,2.7122907385857165,2.712290738585722,3.031344074983672,0,0,0.5,12,9,3,6.33078633767029,6.33078633767029,6.33078633767029,0.9583333333333334,23,0,1,15.157289079640458,15.157289079640456,15.157289079640464,1.0,24,0,0,43.883781255814164,43.88378125581416,43.88378125581416
A2,fold_2,2021-06-12,24,1,2021-06-12,2021-06-12,30.62094499817644,40.94469755182299,23.133825264037238,11.566912632018619,29.487453535004434,1.1334914631720057,30.31449422323379,30.314494223233787,23.642360125460016,0,0,0.08333333333333333,2,21,1,6.396026642964714,6.3960266429647135,6.396026642964721,0.375,9,15,0,15.776298415800829,15.77629841580083,15.77629841580083,0.5833333333333334,14,10,0,44.981387785311995,44.981387785311995,44.981387785311995
A2,fold_2,2021-06-13,24,1,2021-06-13,2021-06-13,34.25269839453191,36.87021275498594,20.915748845429345,10.45787442271467,33.3980169361702,0.8546814583617076,23.771045577808824,23.771045577808824,24.31578868821514,0,0,0.0,0,18,6,10.912402553800575,10.912402553800575,10.912402553800579,0.041666666666666664,1,17,6,26.257966424662936,26.25796642466294,26.257966424662946,0.7916666666666666,19,3,2,74.65035970433098,74.65035970433098,74.65035970433098
A2,fold_2,2021-06-14,24,1,2021-06-14,2021-06-14,8.609842586144085,10.071090963962066,5.399673717933315,2.6998368589666577,9.766571487897759,-1.1567289017536726,-3.5002999647664503,3.500299964766455,7.934643293573727,0,0,0.4583333333333333,11,3,10,17.69642324415834,17.69642324415834,17.69642324415834,0.9583333333333334,23,0,1,44.115207463878995,44.115207463879,44.115207463879,1.0,24,0,0,131.73508022174485,131.73508022174485,131.73508022174485
A2,fold_2,2021-06-15,24,1,2021-06-15,2021-06-15,4.752354507188148,6.66829959350599,4.782307438247032,2.391153719123516,6.75948421193236,-2.0071297047442123,-4.113371734273421,4.113371734273414,4.504445704748917,0,0,0.7083333333333334,17,0,7,18.121734025885242,18.121734025885246,18.121734025885246,1.0,24,0,0,54.1388934144104,54.1388934144104,54.1388934144104,1.0,24,0,0,133.54382203617342,133.54382203617342,133.54382203617342
A2,fold_2,2021-06-16,24,1,2021-06-16,2021-06-16,5.029880298034139,6.84254962470942,4.782399883192146,2.3911999415960725,5.5047854155295814,-0.4749051174954424,-0.7357125388605278,0.7357125388605255,5.040733799709055,0,0,0.875,21,1,2,18.71973696669277,18.71973696669278,18.71973696669278,0.9583333333333334,23,0,1,53.90164805022837,53.90164805022837,53.90164805022837,1.0,24,0,0,128.62303921126363,128.62303921126363,128.62303921126363
A2,fold_2,2021-06-17,24,1,2021-06-17,2021-06-17,8.251685685816968,9.866413120925124,5.467134381230875,2.7335671906154375,7.009105054571481,1.2425806312454881,7.059107148158657,7.05910714815866,5.5465593061825915,0,0,0.6666666666666666,16,8,0,19.108872884176634,19.108872884176634,19.108872884176634,1.0,24,0,0,55.35247183086975,55.35247183086976,55.35247183086976,1.0,24,0,0,132.17437608517594,132.17437608517594,132.17437608517594
A2,fold_2,2021-06-18,24,1,2021-06-18,2021-06-18,3.776123040845826,5.0586078282169185,4.53082592633092,2.26541296316546,4.378673876851923,-0.6025508360060968,-1.528866260603202,1.5288662606031949,3.78876182118154,0,0,0.875,21,0,3,19.027618254224222,19.027618254224222,19.027618254224222,1.0,24,0,0,55.54397005593879,55.54397005593879,55.54397005593879,1.0,24,0,0,133.33867659959185,133.33867659959185,133.33867659959185
A2,fold_2,2021-06-19,24,1,2021-06-19,2021-06-19,6.9609463591058685,7.985951920234427,5.159401454504915,2.5797007272524577,8.16110409020216,-1.2001577310962903,-6.2908037283081475,6.290803728308141,4.122178258067003,0,0,0.5416666666666666,13,0,11,19.180313248260806,19.18031324826081,19.180313248260816,1.0,24,0,0,55.971085246080214,55.97108524608022,55.97108524608023,1.0,24,0,0,134.36400795692344,134.36400795692344,134.36400795692344
A2,fold_2,2021-06-20,24,1,2021-06-20,2021-06-20,4.503685018839157,6.013870439512261,3.676916879636707,1.8384584398183534,5.226343010844879,-0.7226579920057224,-0.555990729040856,0.5559907290408646,4.3580130804723085,0,0,0.875,21,2,1,14.949870698088452,14.949870698088452,14.949870698088453,1.0,24,0,0,36.71044464371495,36.71044464371495,36.71044464371495,1.0,24,0,0,101.07723557659001,101.07723557659001,101.07723557659003
