run_00z,delivery_day,archive_span,file_present,file_bytes,path,field_inventory,n_step,missing_chunks,inventory_error,folds
2020-08-26,2020-08-27,inside,True,3318596170,data/2020/8/26/20200826_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-08-27,2020-08-28,inside,True,3321460495,data/2020/8/27/20200827_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-08-28,2020-08-29,inside,True,3316343533,data/2020/8/28/20200828_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-08-29,2020-08-30,inside,True,3303085607,data/2020/8/29/20200829_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-08-30,2020-08-31,inside,True,3294259867,data/2020/8/30/20200830_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-08-31,2020-09-01,inside,True,3291331068,data/2020/8/31/20200831_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-01,2020-09-02,inside,True,3291172017,data/2020/9/1/20200901_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-02,2020-09-03,inside,True,3291628335,data/2020/9/2/20200902_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-03,2020-09-04,inside,True,3291987331,data/2020/9/3/20200903_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-04,2020-09-05,inside,True,3310985821,data/2020/9/4/20200904_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-05,2020-09-06,inside,True,3307720094,data/2020/9/5/20200905_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-06,2020-09-07,inside,True,3298791834,data/2020/9/6/20200906_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-07,2020-09-08,inside,True,3288775069,data/2020/9/7/20200907_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-08,2020-09-09,inside,True,3284917633,data/2020/9/8/20200908_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-09,2020-09-10,inside,True,3287323270,data/2020/9/9/20200909_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-10,2020-09-11,inside,True,3278042783,data/2020/9/10/20200910_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-11,2020-09-12,inside,True,3266790344,data/2020/9/11/20200911_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-12,2020-09-13,inside,True,3270626889,data/2020/9/12/20200912_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-13,2020-09-14,inside,True,3265776691,data/2020/9/13/20200913_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-14,2020-09-15,inside,True,3253632097,data/2020/9/14/20200914_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-15,2020-09-16,inside,True,3242539998,data/2020/9/15/20200915_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-16,2020-09-17,inside,True,3205835589,data/2020/9/16/20200916_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
2020-09-17,2020-09-18,inside,True,3206986927,data/2020/9/17/20200917_00.zarr.zip,pass,93,,,fold_1;fold_2;fold_3
